rank,purchaser_name_raw,total_amount_inr,total_amount_cr,bond_count,pct_of_corporate_value,cumulative_pct_of_corporate,classification_rule_hit,source_file,source_sha256
381,JAI GANESH ISPAT AND FERRO ALLOYS PVT LTD,40000000,4.0000,4,0.0349,94.8530,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
382,INDIA GLYCOLS LTD,39900000,3.9900,21,0.0348,94.8878,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
383,M S  VARAS INTERNATIONAL PVT LTD,38000000,3.8000,38,0.0332,94.9210,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
384,JINDAL POLY FILMS LIMITED,35000000,3.5000,8,0.0306,94.9515,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
385,KAL RADIO LIMITED,35000000,3.5000,8,0.0306,94.9821,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
386,SOUTH ASIA FM LIMITED,35000000,3.5000,8,0.0306,95.0126,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
387,M/S. K.D. LIQUOR  FERTILIZER PRIVATE L,35000000,3.5000,8,0.0306,95.0432,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
388,KAMAL TRADING CORPORATION,35000000,3.5000,35,0.0306,95.0737,word:CORPORATION,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
389,RANJIT TOLL ROAD PRIVATE LIMITED,35000000,3.5000,8,0.0306,95.1043,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
390,PRAGATI ENTERPRISES,35000000,3.5000,8,0.0306,95.1348,word:ENTERPRISES,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
391,TSHARKS INFRA DEVELOPERS PRIVATE LI,35000000,3.5000,8,0.0306,95.1654,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
392,PALM SHELTER ESTATE DEVELOPMENT LLP,32500000,3.2500,10,0.0284,95.1938,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
393,CHHATTISGARH DISTILLERIES LIMITED,30000000,3.0000,3,0.0262,95.2200,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
394,MUTHOOT FINANCE LTD,30000000,3.0000,30,0.0262,95.2461,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
395,ST PATRICKS REALTY PVT LTD,30000000,3.0000,3,0.0262,95.2723,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
396,APOLLO TYRES LIMITED,30000000,3.0000,3,0.0262,95.2985,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
397,SPPL PROPERTY MANAGEMENT PVT LTD,30000000,3.0000,3,0.0262,95.3247,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
398,ZENSAR TECHNOLOGIES LTD,30000000,3.0000,3,0.0262,95.3509,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
399,SMR AUTOMOTIVE SYSTEMS INDIA LTD,30000000,3.0000,3,0.0262,95.3771,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
400,ALLANASONS PRIVATE L,30000000,3.0000,3,0.0262,95.4033,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
401,GENUS POWER INFRASTRUCTURES LTD,30000000,3.0000,3,0.0262,95.4294,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
402,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),30000000,3.0000,30,0.0262,95.4556,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
403,SUN DISTRIBUTION SERVICES PVT LTD,30000000,3.0000,3,0.0262,95.4818,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
404,D R INTERNATIONAL PRIVATE LIMITED,30000000,3.0000,3,0.0262,95.5080,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
405,D R POLYMERS PVT LTD,30000000,3.0000,3,0.0262,95.5342,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
406,THRIVENI EARTH MOVERS PVT LTD,30000000,3.0000,3,0.0262,95.5604,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
407,RIGHT AID CONSULTANTS PVT LTD,30000000,3.0000,12,0.0262,95.5866,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
408,AUROBINDO PHARMA LTD,30000000,3.0000,12,0.0262,95.6127,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
409,LOUISIANA INVESTMENT   FINANCE PVT,30000000,3.0000,3,0.0262,95.6389,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
410,PENGUIN TRADING AND AGENCIES LTD,30000000,3.0000,3,0.0262,95.6651,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
411,KRISHNA SHEET PROCESSORS PVT LTD,30000000,3.0000,12,0.0262,95.6913,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
412,NETINCON MARKETING PVT LTD,30000000,3.0000,3,0.0262,95.7175,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
413,AVEES TRADING AND FINANCE PVT LTD,30000000,3.0000,3,0.0262,95.7437,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
414,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,30000000,3.0000,3,0.0262,95.7699,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
415,GREENKO BUDHIL HYDRO POWER PVT LTD,30000000,3.0000,3,0.0262,95.7961,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
416,GREENKO RAYALA WIND POWER PVT LTD,30000000,3.0000,3,0.0262,95.8222,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
417,TRANSWAYS EXIM PVT LTD,30000000,3.0000,30,0.0262,95.8484,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
418,ARVINDBEAUTYBRANDSRETAILPVTLTD,30000000,3.0000,3,0.0262,95.8746,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
419,ARAVALI TECHNICAL SERVICES PVT LTD,30000000,3.0000,3,0.0262,95.9008,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
420,ARVIND  LIMITED,30000000,3.0000,3,0.0262,95.9270,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
421,PIRAMAL PHARMA LIMITED,30000000,3.0000,3,0.0262,95.9532,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
422,RAJDHANI DEALERS PRIVATE LIMITED,30000000,3.0000,3,0.0262,95.9794,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
423,MARAL OVERSEAS LTD.,30000000,3.0000,3,0.0262,96.0055,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
424,GORJA STEEL PROCESSORS,30000000,3.0000,3,0.0262,96.0317,word:STEEL,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
425,RSLH AUTO SEAT TRIMS PVT LTD,30000000,3.0000,3,0.0262,96.0579,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
426,AXIS WIND FARMS (MPR DAM) PRIVATE L,30000000,3.0000,3,0.0262,96.0841,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
427,GREENKO URAVAKONDA WIND POWER PRIVA,30000000,3.0000,3,0.0262,96.1103,word:POWER,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
428,SOHINI DEVELOPERS LLP,30000000,3.0000,3,0.0262,96.1365,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
429,VAMSIRAM BUILDERS LLP,30000000,3.0000,3,0.0262,96.1627,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
430,VAMSIRAM DEVELOPERS LLP,30000000,3.0000,3,0.0262,96.1888,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
431,SIGMA ADVANCED SYSTEMS PRIVATE LIMI,30000000,3.0000,3,0.0262,96.2150,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
432,RPSG VENTURES LIMITED,30000000,3.0000,3,0.0262,96.2412,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
433,NUVOCO VISTAS CORP. LTD,30000000,3.0000,3,0.0262,96.2674,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
434,THRIVENI SAINIK MINING PRIVATE LIMI,30000000,3.0000,3,0.0262,96.2936,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
435,WONDER MINERALS  PVT LTD.,30000000,3.0000,3,0.0262,96.3198,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
436,PRASAD AND COMPANY PRIVATE LIMITED,30000000,3.0000,3,0.0262,96.3460,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
437,MVM SECURITIES PVT LTD-SELF A/C,30000000,3.0000,21,0.0262,96.3721,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
438,SYNERGY DEALCOM PVT LTD-SELF A/C,30000000,3.0000,3,0.0262,96.3983,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
439,GRANULES INDIA LIMITED,30000000,3.0000,3,0.0262,96.4245,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
440,THE SUPREME INDUSTRIES LTD,27500000,2.7500,23,0.0240,96.4485,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
441,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,26080000,2.6080,52,0.0228,96.4713,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
442,BMW INFRASTRUCTURE LLP,26000000,2.6000,8,0.0227,96.4940,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
443,COMFORT TRIMS PRIVATE LIMITED,25000000,2.5000,7,0.0218,96.5158,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
444,K K RESOURCES PRIVATE LIMITED,25000000,2.5000,7,0.0218,96.5376,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
445,SAROSH ALIZAH MINING,25000000,2.5000,7,0.0218,96.5594,word:MINING,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
446,RATNAMANI METALS AND TUBES LTD,25000000,2.5000,7,0.0218,96.5813,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
447,TRANSWAYS EXIM PRIVATE LTD,25000000,2.5000,25,0.0218,96.6031,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
448,SILVERTOSS SECURITIES PVT LTD,25000000,2.5000,7,0.0218,96.6249,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
449,JMS MINING  PRIVATE LIMITED,25000000,2.5000,7,0.0218,96.6467,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
450,DESCENT BUILDWELL LLP,25000000,2.5000,7,0.0218,96.6686,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
451,BIGC MOBILES PVT LTD,25000000,2.5000,7,0.0218,96.6904,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
452,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,25000000,2.5000,7,0.0218,96.7122,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
453,MKK METAL SECTIONS PVT LTD,25000000,2.5000,7,0.0218,96.7340,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
454,DASAMI LAB PRIVATE LTD,25000000,2.5000,7,0.0218,96.7558,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
455,DANIKA TRADERS PRIVATE LTD,25000000,2.5000,7,0.0218,96.7777,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
456,RANJIT PROJECTS PRIVATE LIMITED,25000000,2.5000,7,0.0218,96.7995,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
457,SPECO INFRASTRUCTURES,25000000,2.5000,7,0.0218,96.8213,word:INFRASTRUCTURES,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
458,MTC ISPAT PVT LTD,25000000,2.5000,7,0.0218,96.8431,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
459,SAGAR CEMENTS LIMITED,25000000,2.5000,25,0.0218,96.8650,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
460,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,25000000,2.5000,16,0.0218,96.8868,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
461,R   R INFRATECH  INDIA  PRIVATE LIM,25000000,2.5000,16,0.0218,96.9086,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
462,KALPTARU INVESTMENTS PVT.LTD.  PROP,25000000,2.5000,16,0.0218,96.9304,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
463,AMAR SECURITIES PVT LTD,25000000,2.5000,25,0.0218,96.9522,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
464,M/S T S WIND POWER DEVELOPERS,23000000,2.3000,5,0.0201,96.9723,word:POWER,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
465,SERVEALL LAND DEVELOPERS PVT LTD,22500000,2.2500,9,0.0196,96.9920,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
466,QUALITY MAINTENANCE VENTURE LTD,20000000,2.0000,20,0.0175,97.0094,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
467,SNS CLOTHING PVT LTD,20000000,2.0000,2,0.0175,97.0269,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
468,SWETA ESTATES PVT LTD,20000000,2.0000,2,0.0175,97.0443,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
469,ECL FINANCE LTD,20000000,2.0000,20,0.0175,97.0618,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
470,PVR LTD,20000000,2.0000,11,0.0175,97.0792,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
471,GUWAHATI CARBON LIMITED,20000000,2.0000,2,0.0175,97.0967,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
472,LUMAX INDUSTRIES LIMITED,20000000,2.0000,2,0.0175,97.1142,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
473,"M/S VISION SECURITY SERVICES, PROP-MAJOR  DEVENDRA NATH DAS",20000000,2.0000,2,0.0175,97.1316,word:SERVICES,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
474,GOLDSTONE CEMENTS LTD,20000000,2.0000,2,0.0175,97.1491,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
475,LIFELINE MARKETING PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.1665,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
476,CROCHET TRADE AND INVESTMENT PVT L,20000000,2.0000,2,0.0175,97.1840,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
477,SILVERTONE SECURITIES PVT LTD,20000000,2.0000,2,0.0175,97.2014,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
478,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,20000000,2.0000,2,0.0175,97.2189,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
479,BALRAMPUR CHINI MILLS LTD,20000000,2.0000,2,0.0175,97.2364,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
480,ANANT UDYOG LLP,20000000,2.0000,2,0.0175,97.2538,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
481,BIRLAESTATESPRIVATELIMITED,20000000,2.0000,2,0.0175,97.2713,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
482,LULU INDIA SHOPPING MALL PRIVATE LI,20000000,2.0000,2,0.0175,97.2887,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
483,AASHMAN ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.3062,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
484,DIVYESH POWER PVT LTD,20000000,2.0000,2,0.0175,97.3236,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
485,ELENA RENEWABLE ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.3411,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
486,ELITE DEVELOPERS,20000000,2.0000,2,0.0175,97.3586,word:DEVELOPERS,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
487,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,20000000,2.0000,2,0.0175,97.3760,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
488,PRATYASH RENEWABLE PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.3935,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
489,RT RENEWABLE ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.4109,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
490,SAROJA RENEWABLES PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.4284,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
491,SEI BASKARA POWER PVT LTD,20000000,2.0000,2,0.0175,97.4459,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
492,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,20000000,2.0000,2,0.0175,97.4633,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
493,SEI MIHIR ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.4808,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
494,SHREYAS RENEWABLE ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.4982,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
495,VARSITY EDUCATION MANAGEMENT PVT LIMITED,20000000,2.0000,2,0.0175,97.5157,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
496,ZUVAN ENERGY PVT LTD,20000000,2.0000,2,0.0175,97.5331,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
497,SANOLA WIND PROJECT PVT LTD,20000000,2.0000,2,0.0175,97.5506,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
498,SEI DIAMOND PVT LTD,20000000,2.0000,2,0.0175,97.5681,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
499,SEI VENUS PVT LTD,20000000,2.0000,2,0.0175,97.5855,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
500,SUNBORNE ENERGY ANDHRA PVT LTD,20000000,2.0000,2,0.0175,97.6030,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
501,GREAT EASTERN STORES PVT LTD,20000000,2.0000,2,0.0175,97.6204,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
502,VISHVARUPA SOLAR POWER PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.6379,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
503,THE ANUP ENGINEERING,20000000,2.0000,2,0.0175,97.6553,word:ENGINEERING,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
504,BIRD WORLDWIDE FLIGHT SERVICES INDI,20000000,2.0000,2,0.0175,97.6728,word:SERVICES,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
505,AMARAVATI TEKSYSTEMS PRIVATE LIMITE,20000000,2.0000,2,0.0175,97.6903,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
506,TEKREANT INDIA PRIVATE LIMITED,20000000,2.0000,2,0.0175,97.7077,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
507,EFICENS SOFTWARE SERVICES PVT LTD,20000000,2.0000,2,0.0175,97.7252,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
